Time,SatTemp:,SatHumidity:,SatPressure:,SatAccel:,SatGpsNr:,SatLat:,SatLon:,SatGPSAlt:,PacketRssi:,BaseTemp:,BaseHumidity:,BasePressure:,TrackAltAngle:,TrackAziAngle,BaseGpsNr:,BaseLat:,BaseLon:,BaseGPSAlt:
38391,26.4,39.2,973.215,9.59,12.0,48.3991,13.45269,338.4,-110.0,23.5,34.7,974.388,-135.0,0.0,12.0,48.40153,13.44926,338.8
38392,26.4,39.2,973.24,9.611,12.0,48.3991,13.45269,338.4,-110.0,23.5,34.7,974.412,-135.0,0.0,12.0,48.40153,13.44926,338.8
38392,26.4,39.2,973.246,9.596,12.0,48.3991,13.45269,338.4,-112.0,23.5,34.9,974.406,-135.0,0.0,12.0,48.40153,13.44926,338.8
38392,26.4,39.2,973.253,9.629,12.0,48.3991,13.45269,338.4,-112.0,23.5,34.9,974.405,-135.0,0.0,12.0,48.40153,13.44926,338.8
38393,26.4,39.2,973.232,9.537,12.0,48.3991,13.45269,338.4,-113.0,23.4,35.0,974.388,-135.0,0.0,12.0,48.40153,13.44926,338.8
38393,26.4,39.2,973.236,9.614,12.0,48.3991,13.45269,338.4,-113.0,23.4,35.2,974.417,-135.0,0.0,12.0,48.40153,13.44926,338.8
38393,26.4,39.2,973.282,9.654,12.0,48.3991,13.45269,338.4,-114.0,23.4,35.2,974.435,-135.0,0.0,12.0,48.40153,13.44926,338.7
38394,26.4,39.2,973.237,9.618,12.0,48.3991,13.45269,338.6,-116.0,23.4,35.3,974.415,-135.0,0.0,12.0,48.40153,13.44926,338.7
38394,26.4,39.2,973.256,9.647,12.0,48.3991,13.45269,338.6,-119.0,23.4,35.5,974.405,-135.0,0.0,12.0,48.40153,13.44926,338.7
38394,26.4,39.2,973.218,9.561,12.0,48.39909,13.45269,338.6,-110.0,23.4,35.5,974.423,-135.0,0.0,12.0,48.40153,13.44926,338.6
38395,26.4,39.2,973.232,9.655,12.0,48.39909,13.45269,338.6,-109.0,23.4,35.6,974.382,-135.0,0.0,12.0,48.40153,13.44926,338.6
38395,26.4,39.2,973.231,9.553,12.0,48.39909,13.45269,338.6,-109.0,23.4,35.7,974.35,-135.0,0.0,12.0,48.40153,13.44926,338.6
38395,26.4,39.2,973.278,9.61,12.0,48.39909,13.45269,338.6,-108.0,23.4,35.8,974.377,-135.0,0.0,12.0,48.40153,13.44926,338.6
38396,26.4,39.2,973.241,9.59,12.0,48.39909,13.45269,338.7,-107.0,23.5,35.9,974.4,-135.0,0.0,12.0,48.40153,13.44926,338.6
38396,26.4,39.2,973.262,9.605,12.0,48.39909,13.45269,338.7,-108.0,23.5,36.0,974.316,-135.0,0.0,12.0,48.40153,13.44926,338.6
38396,26.4,39.2,973.283,9.596,12.0,48.39909,13.45269,338.7,-109.0,23.5,36.1,974.384,-135.0,0.0,12.0,48.40153,13.44926,338.3
38397,26.4,39.2,973.272,9.596,12.0,48.39909,13.45269,338.7,-108.0,23.5,36.2,974.386,-135.0,0.0,12.0,48.40153,13.44926,338.3
38397,26.4,39.2,973.242,9.631,12.0,48.39909,13.45269,338.7,-109.0,23.5,36.3,974.353,-135.0,0.0,12.0,48.40153,13.44926,338.3
38397,26.4,39.2,973.192,9.59,12.0,48.39909,13.45269,338.7,-107.0,23.5,36.5,974.403,-135.0,0.0,12.0,48.40153,13.44926,337.6
38398,26.4,39.2,973.208,9.621,12.0,48.39909,13.45269,338.9,-107.0,23.6,36.7,974.432,-135.0,0.0,12.0,48.40153,13.44926,337.6
38398,26.4,39.2,973.195,9.555,12.0,48.39909,13.45269,338.9,-108.0,23.6,36.8,974.411,-135.0,0.0,12.0,48.40153,13.44926,337.6
38398,26.4,39.2,973.209,9.614,12.0,48.39909,13.4527,338.9,-108.0,23.7,37.0,974.358,-135.0,0.0,12.0,48.40154,13.44926,337.6
38399,26.4,39.2,973.205,9.566,12.0,48.39909,13.4527,339.2,-110.0,23.7,37.1,974.358,-135.0,0.0,12.0,48.40154,13.44926,337.6
38399,26.4,39.2,973.212,9.614,12.0,48.39909,13.4527,339.2,-113.0,23.7,37.3,974.368,-135.0,0.0,12.0,48.40154,13.44926,337.6
38399,26.4,39.2,973.195,9.584,12.0,48.39909,13.4527,339.2,-111.0,23.8,37.5,974.416,-135.0,0.0,12.0,48.40154,13.44926,337.7
38400,26.4,39.2,973.218,9.607,12.0,48.39909,13.4527,339.1,-111.0,23.8,37.2,974.385,-135.0,0.0,12.0,48.40154,13.44926,337.7
38400,26.4,39.2,973.193,9.63,12.0,48.39909,13.4527,339.1,-110.0,23.7,36.8,974.402,-135.0,0.0,12.0,48.40154,13.44926,337.7
38400,26.4,39.2,973.195,9.639,12.0,48.39909,13.4527,339.1,-112.0,23.7,36.6,974.431,-135.0,0.0,12.0,48.40154,13.44926,337.7
38400,26.4,39.2,973.184,9.605,12.0,48.39909,13.4527,339.0,-111.0,23.7,36.6,974.432,-135.0,0.0,12.0,48.40154,13.44926,337.7
38401,26.5,39.2,973.216,9.637,12.0,48.39909,13.4527,339.0,-110.0,23.7,36.7,974.37,-135.0,0.0,12.0,48.40154,13.44926,337.7
38401,26.5,39.2,973.192,9.594,12.0,48.39909,13.4527,339.0,-110.0,23.7,36.8,974.393,-135.0,0.0,12.0,48.40154,13.44926,337.5
38401,26.5,39.2,973.226,9.59,12.0,48.39909,13.4527,339.1,-110.0,23.8,37.0,974.381,-135.0,0.0,12.0,48.40154,13.44926,337.5
38402,26.5,39.2,973.248,9.679,12.0,48.39909,13.4527,339.1,-111.0,23.8,37.0,974.367,-135.0,0.0,12.0,48.40154,13.44926,337.5
38402,26.5,39.2,973.209,9.592,12.0,48.39909,13.4527,339.1,-110.0,23.8,37.0,974.392,-135.0,0.0,12.0,48.40154,13.44926,337.7
38402,26.5,39.2,973.233,9.639,12.0,48.39909,13.4527,339.0,-109.0,23.8,37.1,974.389,-135.0,0.0,12.0,48.40154,13.44926,337.7
38403,26.5,39.2,973.237,9.594,12.0,48.39909,13.4527,339.0,-109.0,23.8,37.2,974.38,-135.0,0.0,12.0,48.40154,13.44926,337.7
38403,26.5,39.2,973.224,9.594,12.0,48.39909,13.4527,339.0,-109.0,23.9,37.2,974.415,-135.0,0.0,12.0,48.40154,13.44926,337.7
38403,26.5,39.2,973.248,9.592,12.0,48.39909,13.4527,338.8,-109.0,23.9,37.3,974.405,-135.0,0.0,12.0,48.40154,13.44926,337.7
38404,26.5,39.2,973.26,9.643,12.0,48.39909,13.4527,338.8,-110.0,23.9,37.4,974.366,-135.0,0.0,12.0,48.40154,13.44926,337.7
38404,26.5,39.2,973.252,9.586,12.0,48.39909,13.4527,338.8,-110.0,23.9,37.5,974.388,-135.0,0.0,12.0,48.40154,13.44926,337.6
38404,26.5,39.2,973.263,9.573,12.0,48.39909,13.4527,338.6,-112.0,24.0,37.5,974.34,-135.0,0.0,12.0,48.40154,13.44926,337.6
38405,26.5,39.2,973.233,9.677,12.0,48.39909,13.4527,338.6,-111.0,24.0,37.6,974.34,-135.0,0.0,12.0,48.40154,13.44926,337.6
38405,26.5,39.2,973.24,9.592,12.0,48.39909,13.4527,338.6,-109.0,24.0,37.7,974.4,-135.0,0.0,12.0,48.40154,13.44926,337.7
38405,26.5,39.2,973.241,9.618,12.0,48.39909,13.4527,338.4,-111.0,24.0,37.8,974.437,-135.0,0.0,12.0,48.40154,13.44926,337.7
38406,26.5,39.2,973.238,9.594,12.0,48.39909,13.4527,338.4,-109.0,24.0,37.6,974.324,-135.0,0.0,12.0,48.40154,13.44926,337.7
38406,26.5,39.2,973.242,9.596,12.0,48.39909,13.45271,338.4,-108.0,24.0,37.3,974.407,-135.0,0.0,12.0,48.40154,13.44926,337.6
38407,26.5,39.2,973.221,9.605,12.0,48.39909,13.45271,338.1,-108.0,24.0,37.1,974.427,-135.0,0.0,12.0,48.40154,13.44926,337.6
38407,26.5,39.2,973.217,9.598,12.0,48.39909,13.45271,338.1,-109.0,23.9,36.9,974.394,-135.0,0.0,12.0,48.40154,13.44926,337.6
38407,26.5,39.2,973.189,9.6,12.0,48.39909,13.45271,338.1,-109.0,23.9,36.9,974.432,-135.0,0.0,12.0,48.40154,13.44926,337.6
38407,26.5,39.2,973.246,9.641,12.0,48.39909,13.45271,337.9,-108.0,23.9,36.8,974.419,-135.0,0.0,12.0,48.40154,13.44926,337.6
38408,26.5,39.2,973.234,9.545,12.0,48.39909,13.45271,337.9,-110.0,23.9,36.8,974.408,-135.0,0.0,12.0,48.40154,13.44926,337.6
38408,26.5,39.2,973.243,9.622,12.0,48.39909,13.45271,337.9,-110.0,23.9,36.9,974.392,-135.0,0.0,12.0,48.40154,13.44926,337.6
38408,26.5,39.2,973.253,9.565,12.0,48.39909,13.45271,337.5,-110.0,23.9,37.0,974.408,-135.0,0.0,12.0,48.40154,13.44926,337.6
38409,26.5,39.2,973.204,9.594,12.0,48.39909,13.45271,337.5,-109.0,23.9,37.0,974.354,-135.0,0.0,12.0,48.40154,13.44926,337.6
38409,26.5,39.2,973.218,9.658,12.0,48.39909,13.45271,337.5,-112.0,24.0,37.1,974.329,-135.0,0.0,12.0,48.40154,13.44925,337.6
38409,26.5,39.2,973.228,9.597,12.0,48.39909,13.45271,338.2,-111.0,24.0,37.2,974.406,-135.0,0.0,12.0,48.40154,13.44925,337.6
38410,26.5,39.2,973.222,9.607,12.0,48.39909,13.45271,338.2,-111.0,24.0,37.2,974.413,-135.0,0.0,12.0,48.40154,13.44925,337.6
38410,26.5,39.2,973.241,9.607,12.0,48.39908,13.45271,338.2,-111.0,24.0,37.1,974.436,-135.0,0.0,12.0,48.40154,13.44925,337.7
38410,26.5,39.2,973.225,9.56,12.0,48.39908,13.45271,338.3,-112.0,24.0,37.1,974.432,-135.0,0.0,12.0,48.40154,13.44925,337.7
38411,26.5,39.2,973.216,9.569,12.0,48.39908,13.45271,338.3,-111.0,24.0,37.2,974.414,-135.0,0.0,12.0,48.40154,13.44925,337.7
38411,26.5,39.2,973.235,9.545,12.0,48.39908,13.45271,338.3,-111.0,24.0,37.2,974.403,-135.0,0.0,12.0,48.40154,13.44925,337.7
38411,26.5,39.2,973.201,9.615,12.0,48.39908,13.45271,338.4,-111.0,24.0,37.2,974.374,-135.0,0.0,12.0,48.40154,13.44925,337.7
38412,26.5,39.2,973.224,9.641,12.0,48.39908,13.45271,338.4,-110.0,24.0,37.2,974.411,-135.0,0.0,12.0,48.40154,13.44925,337.7
38412,26.5,39.2,973.206,9.607,12.0,48.39908,13.45271,338.4,-111.0,24.0,37.4,974.39,-135.0,0.0,12.0,48.40154,13.44925,337.7
38412,26.5,39.2,973.206,9.551,12.0,48.39908,13.45271,338.1,-111.0,24.0,37.5,974.405,-135.0,0.0,12.0,48.40154,13.44925,337.7
38413,26.5,39.2,973.238,9.648,12.0,48.39908,13.45271,338.1,-111.0,24.1,37.7,974.394,-135.0,0.0,12.0,48.40154,13.44925,337.7
38413,26.5,39.2,973.208,9.605,12.0,48.39908,13.45271,338.1,-110.0,24.1,38.0,974.343,-135.0,0.0,12.0,48.40154,13.44925,337.7
38413,26.5,39.2,973.219,9.592,12.0,48.39908,13.45271,338.2,-111.0,24.1,38.2,974.34,-135.0,0.0,12.0,48.40154,13.44925,337.7
38414,26.5,39.2,973.208,9.607,12.0,48.39908,13.45271,338.2,-111.0,24.2,38.4,974.4,-135.0,0.0,12.0,48.40154,13.44925,337.7
38414,26.5,39.2,973.18,9.602,12.0,48.39909,13.45271,338.2,-111.0,24.2,38.5,974.367,-135.0,0.0,12.0,48.40154,13.44925,337.7
38414,26.5,39.2,973.16,9.607,12.0,48.39909,13.45271,338.5,-111.0,24.3,38.5,974.388,-135.0,0.0,12.0,48.40154,13.44925,337.7
38415,26.5,39.2,973.197,9.59,12.0,48.39909,13.45271,338.5,-110.0,24.3,38.5,974.386,-135.0,0.0,12.0,48.40154,13.44925,337.7
38415,26.5,39.2,973.192,9.614,12.0,48.39909,13.45271,338.5,-110.0,24.3,38.5,974.39,-135.0,0.0,12.0,48.40154,13.44925,337.7
38415,26.5,39.2,973.199,9.641,12.0,48.39909,13.45271,338.6,-111.0,24.3,38.4,974.369,-135.0,0.0,12.0,48.40154,13.44925,337.7
38416,26.5,39.2,973.232,9.607,12.0,48.39909,13.45271,338.6,-111.0,24.4,38.3,974.375,-135.0,0.0,12.0,48.40154,13.44925,337.7
38416,26.5,39.2,973.203,9.56,12.0,48.39909,13.45271,338.6,-112.0,24.4,38.3,974.366,-135.0,0.0,12.0,48.40154,13.44925,337.9
38416,26.5,39.2,973.224,9.643,12.0,48.39909,13.45271,338.7,-112.0,24.4,38.3,974.346,-135.0,0.0,12.0,48.40154,13.44925,337.9
38417,26.5,39.2,973.219,9.643,12.0,48.39909,13.45271,338.7,-110.0,24.5,38.2,974.408,-135.0,0.0,12.0,48.40154,13.44925,337.9
38417,26.5,39.2,973.245,9.65,12.0,48.39909,13.45271,338.7,-113.0,24.5,37.9,974.377,-135.0,0.0,12.0,48.40154,13.44925,338.0
38417,26.5,39.2,973.251,9.6,12.0,48.39909,13.45271,338.9,-113.0,24.5,37.9,974.416,-135.0,0.0,12.0,48.40154,13.44925,338.0
38418,26.5,39.2,973.258,9.594,12.0,48.39909,13.45271,338.9,-111.0,24.5,38.0,974.385,-135.0,0.0,12.0,48.40154,13.44925,338.0
38418,26.5,39.2,973.233,9.611,12.0,48.39909,13.45271,338.9,-112.0,24.5,38.1,974.369,-135.0,0.0,12.0,48.40154,13.44925,338.2
38418,26.5,39.2,973.21,9.598,12.0,48.39909,13.45271,339.3,-112.0,24.6,38.2,974.391,-135.0,0.0,12.0,48.40154,13.44925,338.2
38419,26.5,39.2,973.21,9.58,12.0,48.39909,13.45271,339.3,-113.0,24.6,38.2,974.376,-135.0,0.0,12.0,48.40154,13.44925,338.2
38419,26.5,39.2,973.214,9.594,12.0,48.39909,13.45271,339.3,-111.0,24.7,38.2,974.375,-135.0,0.0,12.0,48.40154,13.44925,338.0
38419,26.5,39.2,973.232,9.628,12.0,48.39909,13.45271,339.7,-112.0,24.7,38.0,974.394,-135.0,0.0,12.0,48.40154,13.44925,338.0
38420,26.5,39.2,973.201,9.656,12.0,48.39909,13.45271,339.7,-112.0,24.7,38.0,974.377,-135.0,0.0,12.0,48.40154,13.44925,338.0
38420,26.5,39.2,973.233,9.588,12.0,48.39909,13.45271,339.7,-113.0,24.8,37.9,974.349,-135.0,0.0,12.0,48.40154,13.44925,338.0
38420,26.5,39.2,973.231,9.572,12.0,48.39909,13.45271,340.1,-114.0,24.8,37.8,974.411,-135.0,0.0,12.0,48.40154,13.44925,338.0
38421,26.5,39.2,973.228,9.6,12.0,48.39909,13.45271,340.1,-112.0,24.8,37.7,974.394,-135.0,0.0,12.0,48.40154,13.44925,338.0
38421,26.5,39.2,973.226,9.617,12.0,48.39909,13.45271,340.1,-113.0,24.8,37.4,974.388,-135.0,0.0,12.0,48.40154,13.44925,338.0
38421,26.5,39.2,973.227,9.59,12.0,48.39909,13.45271,340.4,-111.0,24.8,37.0,974.423,-135.0,0.0,12.0,48.40154,13.44925,338.0
38422,26.5,39.2,973.229,9.611,12.0,48.39909,13.45271,340.4,-110.0,24.8,36.7,974.411,-135.0,0.0,12.0,48.40154,13.44925,338.0
38422,26.5,39.2,973.223,9.634,12.0,48.39909,13.45271,340.4,-111.0,24.7,36.4,974.442,-135.0,0.0,12.0,48.40154,13.44925,337.9
38422,26.5,39.2,973.248,9.656,12.0,48.39909,13.45271,340.5,-111.0,24.7,36.1,974.434,-135.0,0.0,12.0,48.40154,13.44925,337.9
38423,26.5,39.2,973.261,9.59,12.0,48.39909,13.45271,340.5,-112.0,24.7,35.9,974.408,-135.0,0.0,12.0,48.40154,13.44925,337.9
38423,26.5,39.2,973.254,9.666,12.0,48.39909,13.45271,340.5,-111.0,24.7,35.8,974.42,-135.0,0.0,12.0,48.40154,13.44925,337.7
38423,26.5,39.2,973.232,9.641,12.0,48.39909,13.45271,340.6,-113.0,24.7,35.9,974.412,-135.0,0.0,12.0,48.40154,13.44925,337.7
38424,26.5,39.2,973.257,9.646,12.0,48.39909,13.45271,340.6,-115.0,24.7,35.9,974.377,-135.0,0.0,12.0,48.40154,13.44925,337.7
38424,26.5,39.2,973.252,9.59,12.0,48.39909,13.45271,340.6,-116.0,24.7,36.0,974.372,-135.0,0.0,12.0,48.40155,13.44925,337.7
38424,26.5,39.2,973.237,9.573,12.0,48.39909,13.45271,340.7,-118.0,24.7,35.9,974.395,-135.0,0.0,12.0,48.40155,13.44925,337.7
38425,26.5,39.2,973.256,9.63,12.0,48.39909,13.45271,340.7,-117.0,24.7,35.9,974.442,-135.0,0.0,12.0,48.40155,13.44925,337.7
38425,26.5,39.2,973.226,9.562,12.0,48.39909,13.45271,340.7,-121.0,24.7,35.7,974.424,-135.0,0.0,12.0,48.40155,13.44925,337.9
38425,26.5,39.2,973.221,9.586,12.0,48.39909,13.45271,340.9,-122.0,24.7,35.5,974.427,-135.0,0.0,12.0,48.40155,13.44925,337.9
38426,26.5,39.2,973.257,9.553,12.0,48.39909,13.45271,340.9,-123.0,24.7,35.3,974.404,-135.0,0.0,12.0,48.40155,13.44925,337.9
38426,26.5,39.2,973.249,9.562,12.0,48.39909,13.45271,340.9,-122.0,24.7,35.2,974.369,-135.0,0.0,12.0,48.40155,13.44925,338.0
38426,26.5,39.2,973.231,9.637,12.0,48.39909,13.45271,340.8,-121.0,24.8,35.1,974.37,-135.0,0.0,12.0,48.40155,13.44925,338.0
38427,26.5,39.2,973.249,9.592,12.0,48.39909,13.45271,340.8,-124.0,24.8,35.0,974.368,-135.0,0.0,12.0,48.40155,13.44925,338.0
38427,26.5,39.2,973.245,9.637,12.0,48.39909,13.45271,340.8,-124.0,24.8,35.0,974.371,-135.0,0.0,12.0,48.40155,13.44925,338.0
38427,26.5,39.2,973.227,9.594,12.0,48.39909,13.45271,340.8,-125.0,24.8,34.9,974.359,-135.0,0.0,12.0,48.40155,13.44925,338.0
38428,26.5,39.2,973.223,9.564,12.0,48.39909,13.45271,340.8,-127.0,24.8,34.9,974.338,-135.0,0.0,12.0,48.40155,13.44925,338.0
38428,26.5,39.2,973.215,9.621,NaN,0.03408,-0.00125,24.8,348.0,97435.2,-135.0,0.0,1.2,4840155.0,1344925.0,0.0338,13.44925,338.0
38428,26.5,39.2,973.238,9.545,12.0,48.39909,13.45271,340.7,-124.0,24.9,34.9,974.383,-135.0,0.0,12.0,48.40155,13.44925,338.0
38429,26.5,39.2,973.251,9.659,12.0,48.39909,13.45271,340.7,-124.0,24.9,34.9,974.376,-135.0,0.0,12.0,48.40155,13.44925,338.0
38429,26.5,39.2,973.235,9.59,12.0,48.39909,13.45271,340.7,-120.0,24.8,34.9,974.382,-135.0,0.0,12.0,48.40155,13.44925,337.8
38429,26.5,39.2,973.247,9.652,12.0,48.39909,13.45271,340.6,-120.0,24.8,35.0,974.363,-135.0,0.0,12.0,48.40155,13.44925,337.8
38430,26.5,39.2,973.232,9.627,12.0,48.39909,13.45271,340.6,-119.0,24.9,35.0,974.333,-135.0,0.0,12.0,48.40155,13.44925,337.8
38430,26.5,39.2,973.224,9.61,12.0,48.39909,13.45271,340.6,-116.0,24.9,35.0,974.342,-135.0,0.0,12.0,48.40155,13.44925,337.9
38430,26.5,39.2,973.235,9.586,12.0,48.39909,13.45271,340.7,-120.0,24.9,34.9,974.354,-135.0,0.0,12.0,48.40155,13.44925,337.9
38431,26.5,39.2,973.244,9.618,12.0,48.39909,13.45271,340.7,-118.0,24.9,34.7,974.364,-135.0,0.0,12.0,48.40155,13.44925,337.9
38431,26.5,39.2,973.239,9.564,12.0,48.39909,13.45271,340.7,-119.0,24.9,34.7,974.363,-135.0,0.0,12.0,48.40155,13.44925,337.9
38431,26.5,39.2,973.242,9.647,12.0,48.39909,13.45271,340.1,-114.0,24.9,34.6,974.359,-135.0,0.0,12.0,48.40155,13.44925,337.9
38432,26.5,39.2,973.253,9.659,12.0,48.39909,13.45271,340.1,-118.0,24.9,34.5,974.326,-135.0,0.0,12.0,48.40155,13.44925,337.9
38432,26.5,39.2,973.257,9.592,12.0,48.39909,13.45271,340.1,-120.0,24.9,34.3,974.326,-135.0,0.0,12.0,48.40155,13.44925,337.6
38432,26.5,39.2,973.232,9.652,12.0,48.39909,13.45271,340.0,-119.0,24.9,34.1,974.328,-135.0,0.0,12.0,48.40155,13.44925,337.6
38433,26.5,39.2,973.234,9.547,12.0,48.39909,13.45271,340.0,-114.0,24.9,34.1,974.362,-135.0,0.0,12.0,48.40155,13.44925,337.6
38433,26.5,39.2,973.226,9.569,12.0,48.39909,13.45271,340.0,-118.0,24.9,34.1,974.339,-135.0,0.0,12.0,48.40154,13.44925,337.6
38433,26.5,39.2,973.204,9.586,12.0,48.39909,13.45271,339.9,-117.0,25.0,34.2,974.345,-135.0,0.0,12.0,48.40154,13.44925,337.6
38434,26.5,39.2,973.221,9.576,12.0,48.39909,13.45271,339.9,-117.0,24.9,34.1,974.344,-135.0,0.0,12.0,48.40154,13.44925,337.6
38434,26.5,39.2,973.238,9.56,12.0,48.39909,13.45271,339.9,-118.0,24.9,34.1,974.362,-135.0,0.0,12.0,48.40154,13.44925,337.5
38434,26.5,39.2,973.231,9.659,12.0,48.39909,13.45271,340.0,-117.0,24.9,34.3,974.349,-135.0,0.0,12.0,48.40154,13.44925,337.5
38435,26.5,39.2,973.254,9.628,12.0,48.39909,13.45271,340.0,-117.0,24.9,34.3,974.385,-135.0,0.0,12.0,48.40154,13.44925,337.5
38435,26.6,39.2,973.248,9.607,12.0,48.39909,13.45271,340.0,-117.0,24.9,34.3,974.332,-135.0,0.0,12.0,48.40154,13.44925,337.5
38435,26.5,39.2,973.27,9.58,12.0,48.39909,13.45271,340.1,-117.0,24.9,34.2,974.346,-135.0,0.0,12.0,48.40154,13.44925,337.5
38436,26.5,39.2,973.241,9.614,12.0,48.39909,13.45271,340.1,-116.0,24.9,34.1,974.358,-135.0,0.0,12.0,48.40154,13.44925,337.5
38436,26.6,39.2,973.257,9.6,12.0,48.39909,13.45271,340.1,-117.0,24.9,34.2,974.346,-135.0,0.0,12.0,48.40154,13.44925,337.5
38436,26.6,39.2,973.257,9.605,12.0,48.39909,13.45271,340.1,-116.0,24.9,34.2,974.377,-135.0,0.0,12.0,48.40154,13.44925,337.4
38437,26.6,39.2,973.199,9.605,12.0,48.39909,13.45271,340.1,-116.0,24.9,34.1,974.359,-135.0,0.0,12.0,48.40154,13.44925,337.4
38437,26.6,39.2,973.217,9.566,12.0,48.39909,13.45271,340.1,-117.0,24.9,34.1,974.376,-135.0,0.0,12.0,48.40154,13.44925,337.4
38437,26.6,39.2,973.236,9.605,12.0,48.39909,13.45271,340.3,-117.0,24.9,34.0,974.37,-135.0,0.0,12.0,48.40154,13.44925,337.1
38438,26.6,39.2,973.265,9.596,12.0,48.39909,13.45271,340.3,-117.0,24.9,33.9,974.348,-135.0,0.0,12.0,48.40154,13.44925,337.1
38438,26.6,39.2,973.255,9.6,12.0,48.39909,13.45271,340.3,-117.0,24.9,33.9,974.364,-135.0,0.0,12.0,48.40154,13.44925,337.1
38438,26.6,39.2,973.23,9.637,12.0,48.39909,13.45271,340.3,-117.0,24.8,34.1,974.386,-135.0,0.0,12.0,48.40154,13.44925,336.9
38439,26.6,39.2,973.246,9.584,12.0,48.39909,13.45271,340.3,-117.0,24.8,34.2,974.4,-135.0,0.0,12.0,48.40154,13.44925,336.9
38439,26.6,39.2,973.259,9.569,12.0,48.39909,13.45271,340.3,-116.0,24.8,34.3,974.393,-135.0,0.0,12.0,48.40154,13.44925,336.9
38439,26.6,39.2,973.265,9.541,12.0,48.39909,13.45271,340.2,-116.0,24.8,34.4,974.384,-135.0,0.0,12.0,48.40154,13.44925,336.4
38440,26.6,39.2,973.274,9.618,12.0,48.39909,13.45271,340.2,-115.0,24.8,34.5,974.375,-135.0,0.0,12.0,48.40154,13.44925,336.4
38440,26.6,39.2,973.258,9.564,12.0,48.39909,13.45271,340.2,-115.0,24.8,34.6,974.39,-135.0,0.0,12.0,48.40154,13.44924,336.4
38440,26.6,39.2,973.27,9.666,12.0,48.39909,13.45271,340.3,-115.0,24.8,34.7,974.352,-135.0,0.0,12.0,48.40154,13.44924,336.0
38441,26.6,39.2,973.234,9.622,12.0,48.39909,13.45271,340.3,-115.0,24.9,34.8,974.384,-135.0,0.0,12.0,48.40154,13.44924,336.0
38441,26.6,39.2,973.234,9.573,12.0,48.3991,13.45271,340.3,-116.0,24.9,34.8,974.377,-135.0,0.0,12.0,48.40154,13.44924,336.0
38441,26.6,39.2,973.248,9.581,12.0,48.3991,13.45271,340.1,-116.0,24.9,34.8,974.359,-135.0,0.0,12.0,48.40154,13.44924,335.6
38442,26.6,39.2,973.237,9.58,12.0,48.3991,13.45271,340.1,-115.0,25.0,34.8,974.389,-135.0,0.0,12.0,48.40154,13.44924,335.6
38442,26.6,39.2,973.242,9.526,12.0,48.3991,13.45271,340.1,-115.0,25.0,34.8,974.382,-135.0,0.0,12.0,48.40154,13.44924,335.6
38442,26.6,39.2,973.21,9.56,12.0,48.3991,13.45271,340.2,-114.0,25.0,34.8,974.333,-135.0,0.0,12.0,48.40154,13.44924,335.3
38443,26.6,39.2,973.222,9.618,12.0,48.3991,13.45271,340.2,-115.0,25.0,34.8,974.335,-135.0,0.0,12.0,48.40154,13.44924,335.3
38443,26.6,39.2,973.247,9.59,12.0,48.3991,13.45271,340.2,-115.0,25.0,34.7,974.355,-135.0,0.0,12.0,48.40154,13.44924,335.3
38443,26.6,39.2,973.292,9.643,12.0,48.3991,13.45271,340.1,-116.0,25.0,34.7,974.363,-135.0,0.0,12.0,48.40154,13.44924,335.2
38444,26.6,39.2,973.256,9.611,12.0,48.3991,13.45271,340.1,-114.0,25.0,34.7,974.412,-135.0,0.0,12.0,48.40154,13.44924,335.2
38444,26.6,39.2,973.224,9.547,12.0,48.3991,13.45271,340.1,-114.0,25.0,34.6,974.354,-135.0,0.0,12.0,48.40154,13.44924,335.2
38444,26.6,39.2,973.238,9.587,12.0,48.3991,13.45271,340.2,-114.0,25.1,34.4,974.358,-135.0,0.0,12.0,48.40154,13.44924,335.2
38445,26.6,39.2,973.151,9.674,12.0,48.3991,13.45271,340.2,-113.0,25.1,34.4,974.383,-135.0,0.0,12.0,48.40154,13.44924,335.2
38445,26.6,39.2,973.208,9.611,12.0,48.3991,13.45271,340.2,-117.0,25.0,34.5,974.373,-135.0,0.0,12.0,48.40154,13.44924,335.2
38445,26.6,39.2,973.228,9.631,12.0,48.3991,13.45271,340.0,-117.0,25.0,34.7,974.386,-135.0,0.0,12.0,48.40154,13.44924,335.2
38446,26.6,39.2,973.175,9.539,12.0,48.3991,13.45271,340.0,-118.0,25.0,34.7,974.389,-135.0,0.0,12.0,48.40154,13.44924,335.2
38446,26.6,39.2,973.163,9.674,12.0,48.3991,13.45271,340.0,-116.0,25.0,34.6,974.353,-135.0,0.0,12.0,48.40154,13.44925,335.2
38446,26.6,39.2,973.128,9.567,12.0,48.3991,13.45271,340.1,-115.0,24.9,34.5,974.346,-135.0,0.0,12.0,48.40154,13.44925,335.4
38447,26.6,39.2,973.132,9.643,12.0,48.3991,13.45271,340.1,-114.0,24.9,34.4,974.349,-135.0,0.0,12.0,48.40154,13.44925,335.4
38447,26.6,39.2,973.13,9.633,12.0,48.3991,13.45271,340.1,-113.0,24.9,34.1,974.371,-135.0,0.0,12.0,48.40154,13.44925,335.4
38447,26.6,39.2,973.154,9.598,12.0,48.3991,13.45271,340.1,-116.0,24.9,33.9,974.397,-135.0,0.0,12.0,48.40154,13.44925,335.4
